category;name;rus;eng
talent_descr;albedo_descent_of_divinity;Увеличивает урон name{атаки в падении} активных членов отряда в области name{Цветка солнца} на %{dmg_plunge}.;Active party members within the name{Solar Isotoma} field have their name{Plunging Attack DMG} increased by %{dmg_plunge}.
talent_name;albedo_tide_of_hadean;Прилив катархея;Tide of Hadean
talent_name;albedo_dust_of_purification;Пыль очищения;Dust of Purification
talent_descr;albedo_dust_of_purification;Увеличивает урон активных членов отряда в области name{Цветка солнца}, находящихся под эффектом щита реакции geo{Кристалл}, на %{dmg_all}.;Active party members within the name{Solar Isotoma} field who are protected by a shield created by geo{Crystallize} have their DMG increased by %{dmg_all}.
talent_name;alhaitham_four_causal_correction;Коррекция по четырём причинам;Four-Causal Correction
talent_descr;alhaitham_four_causal_correction;name{Заряженные атаки} или name{атаки в падении} name{аль-Хайтама} при попадании создают 1 name{Зеркало света}. Этот эффект может возникнуть один раз в 12 сек.;When name{Alhaitham}'s name{Charged} or name{Plunging Attacks} hit opponents, they will generate 1 name{Chisel-Light Mirror}. This effect can be triggered once every 12s.
talent_name;alhaitham_mysteries_laid_bare;Раскрытие тайн;Mysteries Laid Bare
talent_descr;alhaitham_mysteries_laid_bare;Каждая единица name{мастерства стихий} name{аль-Хайтама} увеличивает урон его name{Проекционного удара} и навыка skill{burst:Особое поле: Взаимосвязь феноменов} на %{text_percent_dmg}.<br>Бонус урона этих навыков, полученный таким образом, не может превышать %{text_percent_max}.;Each point of name{Alhaitham}'s name{Elemental Mastery} will increase the DMG dealt by name{Projection Attacks} and skill{burst:Particular Field: Fetters of Phenomena} by %{text_percent_dmg}.<br>The DMG of both aforementioned abilities can be increased by a maximum of %{text_percent_max} this way.
talent_name;alhaitham_intuition;Интуиция;Intuition
talent_descr;alhaitham_intuition;Когда Проекционный удар попадает по противнику, откат навыка skill{skill:Универсалия: Совершенствование формы} уменьшается на 1,2 сек. Эффект активируется не чаще одного раза в 1 сек.;When a Projection Attack hits an opponent, skill{skill:Universality: An Elaboration on Form}'s CD is decreased by 1.2s. This effect can be triggered once every 1s.
talent_name;alhaitham_debate;Полемика;Debate
talent_descr;alhaitham_debate;Когда name{аль-Хайтам} создаёт name{Зеркало света}, его name{мастерство стихий} повышается на %{mastery} ед. на 8 сек. Эффект может складываться до 4 раз. Длительность каждого уровня рассчитывается отдельно. Эффект срабатывает, даже если достигнуто максимальное количество name{Зеркал света}.;When name{Alhaitham} generates a name{Chisel-Light Mirror}, his name{Elemental Mastery} will be increased by %{mastery} for 8 seconds, max 4 stacks. Each stack's duration is counted independently. This effect can be triggered even when the maximum number of name{Chisel-Light Mirrors} has been reached.
talent_name;alhaitham_negation;Отрицание;Negation
talent_name;alhaitham_elucidation;Толкование;Elucidation
talent_descr;alhaitham_elucidation;Во время применения навыка skill{burst:Особое поле: Взаимосвязь феноменов} в зависимости от количества израсходованных и созданных в этот раз name{Зеркал света} активируются следующие эффекты:<br>· Каждое израсходованное name{Зеркало света} повышает name{мастерство стихий} остальных членов отряда поблизости на %{text_value_mastery} ед. на 15 сек.<br>· Каждое созданное name{Зеркало света} даёт name{аль-Хайтаму} %{text_value_dendro} бонус dendro{Дендро урона} на 15 сек.<br><br>Существующие эффекты, описанные выше, будут сняты, если во время их действия повторно активировать name{Особое поле: Взаимосвязь феноменов}.;When skill{burst:Particular Field: Fetters of Phenomena} is unleashed, the following effects will become active based on the number of name{Chisel-Light Mirrors} consumed and created this time around:<br>·Each name{Mirror} consumed will increase the name{Elemental Mastery} of all other nearby party members by %{text_value_mastery} for 15s.<br>·Each name{Mirror} generated will grant name{Alhaitham} a %{text_value_dendro} dendro{Dendro DMG Bonus} for 15s.<br><br>The pre-existing duration of the aforementioned effects will be cleared if you use name{Particular Field: Fetters of Phenomena} again while they are in effect.
talent_name;alhaitham_sagacity;Проницательность;Sagacity
talent_name;alhaitham_structuration;Структурирование;Structuration
talent_descr;alhaitham_structuration;name{Аль-Хайтам} получает следующие эффекты:<br>· Через 2 сек. после применения навыка skill{burst:Особое поле: Взаимосвязь феноменов} вне зависимости от числа израсходованных name{Зеркал света} создаётся 3 name{Зеркала света}.<br>· Если name{аль-Хайтам} создаёт name{Зеркала света}, когда достигнуто их максимальное количество, его name{шанс крит. попадания} повысится на %{crit_rate}, а name{крит. урон} - на %{crit_dmg} на 6 сек. Если эффект во время его исходного действия активируется повторно, его остающаяся длительность увеличится на 6 сек.;name{Alhaitham} gains the following effects:<br>· 2 seconds after skill{burst:Particular Field: Fetters of Phenomena} is unleashed, he will generate 3 name{Chisel-Light Mirrors} regardless of the number of mirrors consumed.<br>· If name{Alhaitham} generates name{Chisel-Light Mirrors} when their numbers have already maxed out, his name{CRIT Rate} and name{CRIT DMG} will increase by %{crit_rate} and %{crit_dmg} respectively for 6s. If this effect is triggered again during its initial duration, the duration remaining will be increased by 6s.
talent_name;aloy_combat_override;Боевой перехват;Combat Override
talent_descr;aloy_combat_override;Когда name{Элой} получает эффект name{Спирали} навыка skill{skill:Ледяная пустошь}, её name{сила атаки} повышается на %{text_percent_1}, а name{сила атаки} других окружающих членов отряда повышается на %{text_percent_2}. Этот эффект длится 10 сек.;When name{Aloy} receives the name{Coil} effect from skill{skill:Frozen Wilds}, her name{ATK} is increased by %{text_percent_1}, while nearby party members' name{ATK} is increased by %{text_percent_2}. This effect lasts 10s.
talent_name;aloy_strong_strike;Сильная атака;Strong Strike
talent_descr;aloy_strong_strike;Когда name{Элой} находится в состоянии name{Стремительного льда} навыка skill{skill:Ледяная пустошь}, её бонус cryo{Крио урона} увеличивается на %{dmg_cryo} каждую секунду. Подобным способом можно получить до %{text_percent} бонуса cryo{Крио урона}.;When name{Aloy} is in the name{Rushing Ice} state conferred by skill{skill:Frozen Wilds}, her cryo{Cryo DMG Bonus} increases by %{dmg_cryo} every 1s. A maximum cryo{Cryo DMG Bonus} increase of %{text_percent} can be gained in this way.
talent_name;aloy_star_of_another_world;Чужеземная звезда;Star of Another World
talent_descr;aloy_star_of_another_world;Момент осветить звёздное небо этого человека ещё не настал.;The time has not yet come for this person's corner of the night sky to light up.
talent_name;amber_every_arrow_finds_its_target;Сто стрел - все в цель!;Every Arrow Finds Its Target
talent_descr;amber_every_arrow_finds_its_target;name{Шанс критического попадания} навыка skill{burst:Огненный дождь} увеличивается на %{crit_rate_amber}, а его зона поражения - на %{text_percent_radius}.;Increases the name{CRIT Rate} of skill{burst:Fiery Rain} by %{crit_rate_amber} and widens its AoE by %{text_percent_radius}.
talent_name;amber_precise_shot;Подавляющий огонь;Precise Shot
talent_descr;amber_precise_shot;Прицельные выстрелы по name{уязвимым местам} противника увеличивают name{силу атаки} на %{atk_percent} на 10 сек.;Aimed Shot hits on name{weak points} increase name{ATK} by %{atk_percent} for 10s.
talent_name;amber_one_arrow_to_rule_them_all;Двух зайцев...;One Arrow to Rule Them All
talent_descr;amber_one_arrow_to_rule_them_all;Во время skill{прицельной стрельбы} выпускает по две стрелы за выстрел. Вторая стрела наносит %{text_percent_dmg} от урона первой стрелы.;Fires 2 arrows per skill{Aimed Shot}. The second arrow deals %{text_percent_dmg} of the first arrow's DMG.
talent_name;amber_bunny_triggered;Зайчик активирован;Bunny Triggered
talent_descr;amber_bunny_triggered;name{Барон Зайчик}, свежий и навороченный! Попадание по его ногам полностью заряженным прицельным выстрелом заставляет его моментально взорваться.<br>Такой взрыв наносит дополнительные %{dmg_skill_amber} урона.;name{Baron Bunny}, new and improved! Hitting name{Baron Bunny}'s foot with a fully-charged Aimed Shot manually detonates it.<br>Explosion via manual detonation deals %{dmg_skill_amber} additional DMG.
talent_name;amber_it_burns;Оно горит!;It Burns!
talent_name;amber_its_not_just_any_doll;Это не просто кукла;It's Not Just Any Doll...
talent_descr;amber_its_not_just_any_doll;Уменьшает время отката навыка skill{skill:Барон Зайчик} на %{text_percent_cd}. Также даёт одну дополнительную куклу.;Decreases skill{skill:Explosive Puppet}'s CD by %{text_percent_cd}. Adds 1 additional charge.
talent_name;amber_its_baron_bunny;Взрывная кукла!;It's Baron Bunny!
talent_name;amber_wildfire;Горящие пятки;Wildfire
talent_descr;amber_wildfire;Использование навыка skill{burst:Огненный дождь} увеличивает name{скорость передвижения} всех членов отряда и их name{атаку} на %{atk_percent} в течение 10 сек.;skill{burst:Fiery Rain} increases all party members' name{Movement SPD} by %{move_speed} and name{ATK} by %{atk_percent} for 10s.
talent_name;arataki_itto_arataki_ichiban;Аратаки итибан;Arataki Ichiban
talent_descr;arataki_itto_arataki_ichiban;Когда name{Аратаки Итто} выполняет серию выпадов name{Аратаки кэсагири}, действуют следующие эффекты:<br>· Каждый выпад увеличивает name{скорость атаки} следующего выпада в серии на %{atk_speed_charged}. Максимальное увеличение скорости атаки - %{text_percent_max}.<br>· Увеличивается сопротивление прерыванию.<br>Эти эффекты исчезают, когда серия прерывается.;When name{Arataki Itto} uses consecutive name{Arataki Kesagiri}, he obtains the following effects:<br>· Each slash increases the name{ATK SPD} of the next slash by %{atk_speed_charged}. Max name{ATK SPD} increase is %{text_percent_max}.<br>· Increases his resistance to interruption.<br>These effects will be cleared once he stops performing consecutive slashes.
talent_name;arataki_itto_bloodline_of_the_crimson_oni;Наследие Багрового Óни;Bloodline of the Crimson Oni
talent_descr;arataki_itto_bloodline_of_the_crimson_oni;Урон name{Аратаки кэсагири} увеличивается на %{text_percent} от name{защиты} name{Аратаки Итто}.;name{Arataki Kesagiri} DMG is increased by %{text_percent} of name{Arataki Itto}'s name{DEF}.
talent_name;arataki_itto_stay_a_while_and_listen_up;Слушай мой наказ;Stay a While and Listen Up
talent_descr;arataki_itto_stay_a_while_and_listen_up;При запуске skill{burst:Явления короля: Итто Жестокий!} name{Аратаки Итто} получает 2 ур. name{Невероятной силы}. Через 1 сек. после запуска name{Аратаки Итто} начинает получать по 1 ур. name{Невероятной силы} каждые 0,5 сек. в течение 1,5 сек.;After using skill{burst:Royal Descent: Behold, name{Itto} the Evil!}, name{Arataki Itto} gains 2 stacks of name{Superlative Superstrength}. After 1s, name{Itto} will gain 1 stack of name{Superlative Superstrength} every 0.5s for 1.5s.
talent_name;arataki_itto_gather_round_its_a_brawl;Все в круг для драки!;Gather 'Round, It's a Brawl!
talent_descr;arataki_itto_gather_round_its_a_brawl;После активации навыка skill{burst:Явление короля: Итто Жестокий!} за каждого члена отряда с элементом geo{Гео} время отката навыка уменьшается на 1,5 сек., а name{Аратаки Итто} восстанавливает 6 ед. name{элементальной энергии}.<br>Этим способом можно снизить откат не более чем на 4,5 сек. и восстановить не более 18 name{ед. энергии}.;After using skill{burst:Royal Descent: Behold, name{Itto} the Evil!}, each party member whose Element is geo{Geo} will decrease that skill's CD by 1.5s and restore 6 name{Energy} to name{Arataki Itto}.<br>CD can be decreased by up to 4.5s in this manner. Max 18 name{Energy} can be restored in this manner.
talent_name;arataki_itto_horns_lowered_coming_through;Быка за рога;Horns Lowered, Coming Through
talent_name;arataki_itto_jailhouse_bread_and_butter;Тюремное угощение;Jailhouse Bread and Butter
talent_descr;arataki_itto_jailhouse_bread_and_butter;После окончания действия статуса name{Яростный король óни} от навыка skill{burst:Явление короля: Итто Жестокий!} на 10 сек. у всех членов отряда поблизости name{защита} повышается на %{def_percent}, name{атака} также повышается на %{atk_percent}.;When the name{Raging Oni King} state caused by skill{burst:Royal Descent: Behold, name{Itto} the Evil!} ends, all nearby party members gain %{def_percent} name{DEF} and %{atk_percent} name{ATK} for 10s.
talent_name;arataki_itto_10_years_of_hanamizaka_fame;10 лет славы Ханамидзаки;10 Years of Hanamizaka Fame
talent_name;arataki_itto_arataki_itto_present;Аратаки Итто к вашим услугам!;Arataki Itto, Present!
talent_descr;arataki_itto_arataki_itto_present;name{Крит. урон} name{заряженных атак} name{Аратаки Итто} повышается на %{crit_dmg_charged}. С вероятностью 50% запуск name{Аратаки кэсагири} не расходует name{Невероятную силу}.;name{Arataki Itto}'s name{Charged Attacks} deal +%{crit_dmg_charged} name{CRIT DMG}. Additionally, when he uses name{Arataki Kesagiri}, he has a 50% chance to not consume stacks of name{Superlative Superstrength}.
talent_name;arlecchino_agony_alone_may_be_repaid;Лишь страдания искупят;Agony Alone May Be Repaid
talent_descr;arlecchino_agony_alone_may_be_repaid;skill{skill:Веление кровавого долга} обладает следующими характеристиками:<br>· Победа над врагом с наложенным самой name{Арлекино} name{Велением кровавого долга} даёт ей name{Долг жизни}, равный %{text_percent} от её name{макс. HP}.<br>· Через 5 сек. после наложения он повышается до name{Кровавого долга: Взыскание}, который при поглощении наделяет name{Арлекино} name{Долгом жизни} в размере %{text_percent}.<br>Количество name{Долга жизни}, получаемого этими способами, не может превышать исходного лимита name{Долга жизни} навыка skill{skill:Всё превращается в прах}.;skill{skill:Blood-Debt Directives} have the following characteristics:<br>·name{Arlecchino} will be granted a name{Bond of Life} worth %{text_percent} of her name{Max HP} when an opponent to which she herself applied a name{Directive} is defeated.<br>·5s after a name{Directive} is applied, it will be upgraded to a name{Blood-Debt Due}. When absorbed, it will instead grant name{Arlecchino} a name{Bond of Life} worth %{text_percent}.<br>A name{Bond of Life} created in the aforementioned ways cannot exceed the original limit on the value of name{Bonds of Life} obtained through skill{skill:All Is Ash}.
talent_name;arlecchino_strength_alone_can_defend;Лишь сила защитит;Strength Alone Can Defend
talent_descr;arlecchino_strength_alone_can_defend;За каждые 100 ед. name{силы атаки} свыше 1000 ед. name{Арлекино} получает %{text_percent} сопротивления всем элементам и физ. сопротивления. Максимум сопротивления всем элементам и физ. сопротивления, которое name{Арлекино} может получить таким образом, не превышает %{text_percent_max}.;name{Arlecchino} gains %{text_percent} All Elemental and name{Physical RES} for every 100 name{ATK} she has in excess of 1,000. The maximum RES increase she can gain this way for each is %{text_percent_max}.
talent_name;arlecchino_all_reprisals_and_arrears_mine_to_bear;«Все возмездия и повинности понесу я...»;"""All Reprisals and Arrears, Mine to Bear..."""
talent_descr;arlecchino_all_reprisals_and_arrears_mine_to_bear;name{Маска Красной Смерти} дополнительно усиливается на %{text_percent_dmg}. Кроме того, когда name{Арлекино} со статусом name{Маски Красной Смерти} выполняет обычные или name{заряженные атаки}, её сопротивление прерыванию увеличивается.;name{Masque of the Red Death} is further enhanced, the value of the increase is %{text_percent_dmg}. Additionally, name{Arlecchino}'s interruption resistance is increased when she performs name{Normal} or name{Charged Attacks} while affected by the name{Masque of the Red Death}.
talent_name;arlecchino_all_rewards_and_retribution_mine_to_bestow;«За добрые деяния и прегрешения воздам я...»;"""All Rewards and Retribution, Mine to Bestow..."""
talent_descr;arlecchino_all_rewards_and_retribution_mine_to_bestow;Налагаемое skill{skill:Веление кровавого долга} сразу становится name{Кровавым долгом: Взыскание}.<br>Поглощая name{Кровавый долг: Взыскание}, name{Арлекино} выпускает перед собой name{Пламя роковой луны}, которое наносит pyro{Пиро урон} по площади, равный %{text_percent_dmg} от её name{силы атаки}, а также на 15 сек. повышает элементальное и физическое сопротивление на %{text_percent}. Этот эффект может возникнуть один раз в 10 сек.<br>Требуется разблокировать талант возвышения name{Лишь страдания искупят}.;"skill{skill:Blood-Debt Directives} are now already name{Blood-Debt Due} when first applied.<br>When name{Arlecchino} absorbs such a name{Due}, she unleashes name{Balemoon Bloodfire} in front of her, dealing %{text_percent_dmg} of her name{ATK} as AoE pyro{Pyro DMG} and increasing her All name{Elemental RES} and name{Physical RES} by %{text_percent} for 15s. This effect can trigger once every 10s.<br>You must first unlock the Ascension Talent ""name{Agony Alone May Be Repaid}."""
talent_name;arlecchino_you_shall_become_a_new_member_of_our_family;«Ты станешь новым членом нашей семьи...»;"""You Shall Become a New Member of Our Family..."""
talent_name;arlecchino_you_shall_love_and_protect_each_other_henceforth;«Впредь любите и защищайте друг друга...»;"""You Shall Love and Protect Each Other Henceforth..."""
talent_descr;arlecchino_you_shall_love_and_protect_each_other_henceforth;Когда name{Арлекино} поглощает name{Веление кровавого долга}, откат skill{burst:Восхождения роковой луны} сокращается на 2 сек., и 15 ед. её энергии восстанавливается. Эффект может возникнуть один раз в 10 сек.;When name{Arlecchino} successfully absorbs a name{Blood-Debt Directive}, skill{burst:Balemoon Rising}'s CD will decrease by 2s and 15 name{Elemental Energy} will be restored to her. This effect can occur once every 10s.
talent_name;arlecchino_for_alone_we_are_as_good_as_dead;«Поодиночке мы всё равно что мертвы...»;"""For Alone, We Are as Good as Dead..."""
talent_name;arlecchino_from_this_day_on_we_shall_delight_in_new_life_together;«Возрадуемся новой жизни вместе»;"""From This Day On, We Shall Delight in New Life Together."""
talent_descr;arlecchino_from_this_day_on_we_shall_delight_in_new_life_together_1;Урон навыка skill{burst:Восхождение роковой луны} увеличивается пропорционально name{силе атаки} name{Арлекино}, умноженной на %{text_percent_dmg} процентного значения текущего name{Долга жизни}.;The DMG of skill{burst:Balemoon Rising} is increased by name{Arlecchino}'s name{ATK} multiplied by %{text_percent_dmg} of name{Arlecchino}'s current name{Bond of Life} percentage.
talent_descr;arlecchino_from_this_day_on_we_shall_delight_in_new_life_together_2;В течение 20 сек. после использования навыка skill{skill:Всё превращается в прах} у её name{обычных атак} и name{взрыва стихии} name{шанс крит. попадания} повышается на %{crit_rate_normal_arlecchino}, а name{крит. урон} повышается на %{crit_dmg_normal_arlecchino}. Эффект может возникнуть один раз в 15 сек.;For 20s after name{Arlecchino} uses skill{skill:All Is Ash}, both her name{Normal Attacks} and name{Elemental Burst} gain %{crit_rate_normal_arlecchino} increased name{CRIT Rate} and %{crit_dmg_normal_arlecchino} increased name{CRIT DMG}. This effect can be triggered up to once every 15s.
talent_name;baizhu_five_fortunes_forever;Вечный круговорот стихий;Five Fortunes Forever
talent_descr;baizhu_five_fortunes_forever_1;name{Бай Чжу} получает различные эффекты в зависимости от текущего name{HP} вашего активного персонажа:  Если его name{HP} ниже 50%, name{Бай Чжу} получает %{healing} бонус лечения.;name{Baizhu} gains different effects according to the current name{HP} of your current active character: When their name{HP} is less than 50%, name{Baizhu} gains %{healing} name{Healing Bonus}.
talent_descr;baizhu_five_fortunes_forever_2;name{Бай Чжу} получает различные эффекты в зависимости от текущего name{HP} вашего активного персонажа:  Если его name{HP} равно или выше 50%, name{Бай Чжу} получает %{dmg_dendro} бонус dendro{Дендро урона}.;name{Baizhu} gains different effects according to the current name{HP} of your current active character: When their name{HP} is equal to or more than 50%, name{Baizhu} gains %{dmg_dendro} dendro{Dendro DMG Bonus}.
talent_name;baizhu_all_things_are_of_the_earth;Всё рождено землёй;All Things Are of the Earth
talent_descr;baizhu_all_things_are_of_the_earth;Персонажи, получившие лечение skill{burst:Бесшовного щита}, наделяются эффектом name{Год зелёного благодеяния}: каждые 1000 ед. name{макс. HP} name{Бай Чжу} (до 50 000 ед. макс.) увеличивают на 6 сек. урон вызываемых этими персонажами реакций pyro{Горение}, dendro{Бутонизация}, dendro{Вегетация} и dendro{Цветение} на value{2%}, реакций electro{Обострение} и dendro{Разрастание} - на value{0,8%}, а реакции dendro{Лунная бутонизация} - на value{0,7%}.;Characters who are healed by skill{burst:Seamless Shields} will gain the name{Year of Verdant Favor} effect: Each 1,000 name{Max HP} that name{Baizhu} possesses that does not exceed 50,000 will increase the pyro{Burning}, dendro{Bloom}, dendro{Hyperbloom}, and dendro{Burgeon} reaction DMG dealt by these characters by value{2%}, their dendro{Lunar-Bloom} DMG by value{0.7%}, and the name{DMG Bonus} provided by electro{Aggravate} and dendro{Spread} by value{0.8%}. This effect lasts 6s.
talent_name;baizhu_attentive_observation;Пристальное наблюдение;Attentive Observation
talent_descr;baizhu_attentive_observation;Увеличивает количество зарядов навыка skill{skill:Универсальная диагностика} на 1.;skill{skill:Universal Diagnosis} gains 1 additional charge.
talent_name;baizhu_incisive_discernment;Острая проницательность;Incisive Discernment
talent_descr;baizhu_incisive_discernment;Когда атаки вашего активного персонажа попадают по противнику поблизости, name{Бай Чжу} вызывает name{Летучего духа: Разрез}.<br>name{Летучий дух: Разрез} выполняет 1 атаку и возвращается. Он наносит dendro{Дендро урон}, равный 250% от name{силы атаки} name{Бай Чжу}, и восстанавливает name{HP} размером value{20%} от лечения name{Летучего духа} skill{skill:Универсальной диагностики}.<br>Этот урон считается уроном name{элементального навыка}.<br>Эффект активируется не чаще одного раза в 5 сек.;When your own active character hits a nearby opponent with their attacks, name{Baizhu} will unleash a name{Gossamer Sprite: Splice}.<br>name{Gossamer Sprite: Splice} will initiate 1 attack before returning, dealing 250% of name{Baizhu}'s name{ATK} as dendro{Dendro DMG} and healing for value{20%} of skill{skill:Universal Diagnosis}'s name{Gossamer Sprite}'s normal healing.<br>DMG dealt this way is considered name{Elemental Skill DMG}.<br>This effect can be triggered once every 5s.
talent_name;baizhu_all_aspects_stabilized;Стабилизация восьми аспектов;All Aspects Stabilized
talent_name;baizhu_ancient_art_of_perception;Древнее искусство восприятия;Ancient Art of Perception
talent_descr;baizhu_ancient_art_of_perception;На 15 сек. после применения skill{burst:Целостного восстановления} name{мастерство стихий} всех членов отряда поблизости увеличивается на %{mastery} ед.;For 15s after skill{burst:Holistic Revivification} is used, name{Baizhu} will increase all nearby party members' name{Elemental Mastery} by %{mastery}.
talent_name;baizhu_the_hidden_ebb_and_flow;Сокрытые токи;The Hidden Ebb and Flow
talent_name;baizhu_elimination_of_malicious_qi;Устранение зловредной энергии;Elimination of Malicious Qi
talent_descr;baizhu_elimination_of_malicious_qi;Повышает урон name{Призрачных артерий} навыка skill{burst:Целостное восстановление} на %{text_percent} от name{макс. HP} name{Бай Чжу}.<br>Кроме того, попадание skill{burst:Летучего духа} или name{Летучего духа: Разрез} по противнику с вероятностью 100% создаёт name{Бесшовный щит} навыка skill{burst:Целостность выздоровления}. Этот эффект может быть вызван каждым name{Летучим духом} или name{Летучим духом: Разрез} только один раз.;Increases the DMG dealt by skill{burst:Holistic Revivification}'s name{Spiritveins} by %{text_percent} of name{Baizhu}'s name{Max HP}.<br>Additionally, when a skill{burst:Gossamer Sprite} or name{Gossamer Sprite: Splice} hits opponents, there is a 100% chance of generating one of skill{burst:Holistic Revivification}'s name{Seamless Shields}. This effect can only be triggered once by each name{Gossamer Sprite} or name{Gossamer Sprite: Splice}.
talent_name;barbara_glorious_season;Урожайный сезон;Glorious Season
talent_descr;barbara_glorious_season;Уменьшает потребление выносливости персонажей в name{Кольце мелодии} навыка skill{skill:Да начнётся шоу♪} на %{stamina_consume}.;The Stamina Consumption of characters within skill{skill:Let the Show Begin♪}'s name{Melody Loop} is reduced by %{stamina_consume}.
talent_name;barbara_encore;На бис;Encore
talent_descr;barbara_encore;Подобранные вашими персонажами name{элементальные сферы и частицы} увеличивают длительность name{Кольца мелодии} навыка skill{skill:Да начнётся шоу♪} на 1 сек.<br>Нельзя увеличить больше чем на 5 сек.;When your active character gains an name{Elemental Orb/Particle}, the duration of the name{Melody Loop} of skill{skill:Let the Show Begin♪} is extended by 1s.<br>The maximum extension is 5s.
talent_name;barbara_gleeful_songs;Баллада счастья;Gleeful Songs
talent_descr;barbara_gleeful_songs;name{Барбара} каждые 10 сек. восстанавливает 1 name{ед. энергии}.;name{Barbara} regenerates 1 name{Energy} every 10s.
talent_name;barbara_vitality_burst;Прилив сил;Vitality Burst
talent_descr;barbara_vitality_burst;"Уменьшает время отката навыка skill{skill:Да начнётся шоу♪} на %{text_percent_cd};<br>Пока навык активен, ваш текущий персонаж получает %{dmg_hydro} бонус hydro{Гидро урона}.";Decreases the CD of skill{skill:Let the Show Begin♪} by %{text_percent_cd}.<br>During the ability's duration, your active character gains a %{dmg_hydro} hydro{Hydro DMG Bonus}.
talent_name;barbara_star_of_tomorrow;Утренняя звезда;Star of Tomorrow
talent_name;barbara_attentiveness_be_my_power;Магия усердия;Attentiveness Be My Power
talent_descr;barbara_attentiveness_be_my_power;При каждом попадании name{заряженной атакой} name{Барбара} восстанавливает 1 name{единицу энергии}.<br>Не более 5 name{ед. энергии} за раз.;Every opponent name{Barbara} hits with her name{Charged Attack} regenerates 1 name{Energy} for her.<br>A maximum of 5 name{energy} can be regenerated in this manner with any one name{Charged Attack}.
talent_name;barbara_the_purest_companionship;Воля к жизни;The Purest Companionship
talent_name;barbara_dedicating_everything_to_you;В твою честь;Dedicating Everything to You
talent_descr;barbara_dedicating_everything_to_you;"Когда член отряда name{Барбары} погибает, и она не находится на поле боя:<br>Автоматически воскрешает павшего персонажа вашего отряда;<br>Восстанавливает его name{HP} до 100%.<br>Может возникнуть раз в 15 мин.";When name{Barbara} is in the party but not on the field, and one of your own party members falls:<br>·Automatically revives the fallen character.<br>·Fully restores the revived character's name{HP} to 100%.<br>This effect can only occur once every 15 mins.
talent_name;beidou_retribution;Возмездие;Retribution
talent_descr;beidou_retribution;Идеальная контратака навыком skill{skill:Призыв волны} даёт максимальный бонус урона.;Counterattacking with skill{skill:Tidecaller} at the precise moment when the character is hit grants the maximum name{DMG Bonus}.
talent_name;beidou_lightning_storm;Гром и молния;Lightning Storm
