category;name;rus;eng
set_descr;crimson_witch_of_flames_4_1;Увеличивает урон реакций pyro{Перегрузка}, pyro{Горение} и dendro{Цветение} на %{dmg_reaction_overloaded}, а урон реакций name{Пар} и name{Таяние} на %{dmg_reaction_vaporize}.;Increases pyro{Overloaded}, pyro{Burning}, and dendro{Burgeon} DMG by %{dmg_reaction_overloaded}. Increases name{Vaporize} and name{Melt} DMG by %{dmg_reaction_vaporize}.
set_descr;crimson_witch_of_flames_4_2;Использование name{элементального навыка} увеличивает эффект набора из 2 предметов на value{50%} на 10 сек. Может складываться до 3 раз.;Using name{Elemental Skill} increases the 2-Piece Set Bonus by value{50%} of its starting value for 10s. Max 3 stacks.
set_bonus;deepwood_memories_2;Воспоминания дремучего леса (2 предмета);Deepwood Memories (2-Piece bonus)
set_descr;deepwood_memories_2;Даёт %{dmg_dendro} бонус dendro{Дендро урона}.;dendro{Dendro DMG Bonus} +%{dmg_dendro}.
set_bonus;deepwood_memories_4;Воспоминания дремучего леса (4 предмета);Deepwood Memories (4-Piece bonus)
set_descr;deepwood_memories_4;Попадание name{элементальным навыком} или name{взрывом стихии} снижает dendro{Дендро сопротивление} врага на %{text_percent} на 8 сек. Этот эффект срабатывает, даже если экипированный этими артефактами персонаж не на поле боя.;After name{Elemental Skills} or name{Bursts} hit opponents, the targets' dendro{Dendro RES} will be decreased by %{text_percent} for 8s. This effect can be triggered even if the equipping character is not on the field.
set_bonus;defenders_will_2;Воля защитника (2 предмета);Defender's Will (2-Piece bonus)
set_descr;defenders_will_2;Увеличивает name{защиту} на %{def_percent}.;name{DEF} +%{def_percent}
set_bonus;defenders_will_4;Воля защитника (4 предмета);Defender's Will (4-Piece bonus)
set_descr;defenders_will_4;За каждого члена вашего отряда с неповторяющимся элементом повышает name{сопротивление} к соответствующему элементу на %{text_percent}.;For each different element present in your own party, the wearer's name{Elemental RES} to that corresponding element is increased by %{text_percent}.
set_bonus;desert_pavilion_chronicle_2;Хроники Чертогов в пустыне (2 предмета);Desert Pavilion Chronicle (2-Piece bonus)
set_descr;desert_pavilion_chronicle_2;Даёт %{dmg_anemo} бонус anemo{Анемо урона}.;anemo{Anemo DMG Bonus} +%{dmg_anemo}
set_bonus;desert_pavilion_chronicle_4;Хроники Чертогов в пустыне (4 предмета);Desert Pavilion Chronicle (4-Piece bonus)
set_descr;desert_pavilion_chronicle_4;Попадание name{заряженной атакой} на 15 сек. повышает скорость name{обычной атаки} на %{atk_speed_normal}, а урон name{обычной атаки}, name{заряженной атаки} и name{атаки в падении} - на %{dmg_normal}.;When name{Charged Attacks} hit opponents, the equipping character's name{Normal Attack SPD} will increase by %{atk_speed_normal} while name{Normal}, name{Charged}, and name{Plunging Attack DMG} will increase by %{dmg_normal} for 15s.
set_bonus;echoes_of_an_offering_2;Отголоски подношения (2 предмета);Echoes of an Offering (2-Piece bonus)
set_descr;echoes_of_an_offering_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;echoes_of_an_offering_4;Отголоски подношения (4 предмета);Echoes of an Offering (4-Piece bonus)
set_descr;echoes_of_an_offering_4;Попадания name{обычной атакой} с %{text_percent_chance} шансом активируют name{Ритуал долины}: урон name{обычной атаки} повышается на %{text_percent} от name{силы атаки}. Через 0,05 сек. после нанесения урона name{обычной атакой} эффект исчезает. Если name{обычной атаке} не удалось активировать этот эффект, шанс его активации следующим попаданием возрастает на %{text_percent_chance_2}. Шанс активации возникает не чаще одного раза в 0,2 сек.;When name{Normal Attacks} hit opponents, there is a %{text_percent_chance} chance that it will trigger name{Valley Rite}, which will increase name{Normal Attack DMG} by %{text_percent} of name{ATK}. This effect will be dispelled 0.05s after a name{Normal Attack} deals DMG. If a name{Normal Attack} fails to trigger name{Valley Rite}, the odds of it triggering the next time will increase by %{text_percent_chance_2}. This trigger can occur once every 0.2s.
set_bonus;emblem_of_severed_fate_2;Эмблема рассечённой судьбы (2 предмета);Emblem of Severed Fate (2-Piece bonus)
set_descr;emblem_of_severed_fate_2;Увеличивает скорость name{восстановления энергии} на %{recharge}.;name{Energy Recharge} +%{recharge}
set_bonus;emblem_of_severed_fate_4;Эмблема рассечённой судьбы (4 предмета);Emblem of Severed Fate (4-Piece bonus)
set_descr;emblem_of_severed_fate_4;Увеличивает урон name{взрыва стихий} на величину, равную %{text_percent} от значения name{восстановления энергии}. Эффект можно увеличить максимум до %{text_percent_max}.;Increases name{Elemental Burst DMG} by %{text_percent} of name{Energy Recharge}. A maximum of %{text_percent_max} bonus DMG can be obtained in this way.
set_bonus;finale_of_the_deep_galleries_2;Финал галерей глубин (2 предмета);Finale of the Deep Galleries (2-Piece bonus)
set_descr;finale_of_the_deep_galleries_2;Даёт %{dmg_cryo} бонус cryo{Крио урона}.;cryo{Cryo DMG Bonus} +%{dmg_cryo}
set_bonus;finale_of_the_deep_galleries_4;Финал галерей глубин (4 предмета);Finale of the Deep Galleries (4-Piece bonus)
set_descr;finale_of_the_deep_galleries_4;Когда энергия экипированного персонажа равна 0, урон name{обычной атаки} и name{взрыва стихии} повышается на %{text_percent}. После того как экипированный персонаж наносит урон name{обычной атакой}, данный эффект на 6 сек. перестаёт применяться для name{взрыва стихии}. После того как экипированный персонаж наносит урон name{взрывом стихии}, данный эффект на 6 сек. перестаёт применяться для name{обычной атаки}. Этот эффект может возникнуть, даже если экипированный персонаж вне поля боя.;When the equipping character has 0 name{Elemental Energy}, name{Normal Attack DMG} is increased by %{text_percent} and name{Elemental Burst DMG} is increased by %{text_percent}. After the equipping character deals name{Normal Attack DMG}, the aforementioned name{Elemental Burst} effect will stop applying for 6s. After the equipping character deals name{Elemental Burst DMG}, the aforementioned name{Normal Attack} effect will stop applying for 6s. This effect can trigger even if the equipping character is off the field.
set_bonus;flower_of_paradise_lost_2;Цветок потерянного рая (2 предмета);Flower of Paradise Lost (2-Piece bonus)
set_descr;flower_of_paradise_lost_2;Увеличивает name{мастерство стихий} на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
set_bonus;flower_of_paradise_lost_4;Цветок потерянного рая (4 предмета);Flower of Paradise Lost (4-Piece bonus)
set_descr;flower_of_paradise_lost_4_1;Увеличивает урон реакций dendro{Бутонизация}, dendro{Вегетация} и dendro{Цветение} экипированного персонажа на %{dmg_reaction_bloom}, а урон dendro{Лунной бутонизации} - на %{dmg_reaction_lunarbloom}.;The equipping character's dendro{Bloom}, dendro{Hyperbloom}, and dendro{Burgeon} reaction DMG are increased by %{dmg_reaction_bloom}, and their dendro{Lunar-Bloom} reaction DMG is increased by %{dmg_reaction_lunarbloom}.
set_descr;flower_of_paradise_lost_4_2;Кроме того, после того как экипированный персонаж активирует реакции dendro{Бутонизация}, dendro{Вегетация}, dendro{Цветение} и dendro{Лунная бутонизация}, этот эффект усиливается на 25%. Эффект длится 10 сек., складывается до 4 раз, может возникнуть один раз в 1 сек. и активируется, даже если экипированный персонаж не на поле боя.;Additionally, after the equipping character triggers dendro{Bloom}, dendro{Hyperbloom}, dendro{Lunar-Bloom}, or dendro{Burgeon}, they will gain another 25% bonus to the effects mentioned prior. Each stack of this lasts 10s. Max 4 stacks simultaneously. This effect can only be triggered once per second. The character who equips this can still trigger its effects when not on the field.
set_bonus;fragment_of_harmonic_whimsy_2;Фрагмент гармонической фантазии (2 предмета);Fragment of Harmonic Whimsy (2-Piece bonus)
set_descr;fragment_of_harmonic_whimsy_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;fragment_of_harmonic_whimsy_4;Фрагмент гармонической фантазии (4 предмета);Fragment of Harmonic Whimsy (4-Piece bonus)
set_descr;fragment_of_harmonic_whimsy_4;Когда значение Долга жизни увеличивается или уменьшается, наносимый персонажем урон увеличивается на %{dmg_all} на 6 сек. Эффект может складываться до 3 раз.;When the value of a Bond of Life increases or decreases, this character deals %{dmg_all} increased DMG for 6s. Max 3 stacks.
set_bonus;gambler_2;Азартный игрок (2 предмета);Gambler (2-Piece bonus)
set_descr;gambler_2;Увеличивает урон name{элементального навыка} на %{dmg_skill}.;Increases name{Elemental Skill DMG} by %{dmg_skill}.
set_bonus;gambler_4;Азартный игрок (4 предмета);Gambler (4-Piece bonus)
set_descr;gambler_4;Победа над противником со value{100%} шансом восстанавливает время отката name{элементального навыка}. Может возникнуть раз в 15 сек.;Defeating an opponent has a value{100%} chance to remove name{Elemental Skill} CD. Can only occur once every 15s.
set_bonus;gilded_dreams_2;Позолоченные сны (2 предмета);Gilded Dreams (2-Piece bonus)
set_descr;gilded_dreams_2;Увеличивает name{мастерство стихий} на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
set_bonus;gilded_dreams_4;Позолоченные сны (4 предмета);Gilded Dreams (4-Piece bonus)
set_descr;gilded_dreams_4_1;На 8 сек. после вызова name{элементальной реакции} согласно элементам других персонажей в отряде экипированный этими артефактами персонаж получает  усиления. Каждое из этих усилений при подсчёте включает до 3 персонажей. Эффект может возникнуть один раз в 8 сек.;Within 8s of triggering an name{Elemental Reaction}, the character equipping this will obtain buffs based on the Elemental Type of the other party members. Each of the aforementioned buffs will count up to 3 characters. This effect can be triggered once every 8s. The character who equips this can still trigger its effects when not on the field.
set_descr;gilded_dreams_4_2;Cила атаки повышается на %{text_percent} за каждого персонажа с таким же элементом, как у экипированного персонажа (%{text_value}).;name{ATK} is increased by %{text_percent} for each party member whose Elemental Type is the same as the equipping character (%{text_value}).
set_descr;gilded_dreams_4_3;name{Мастерство стихий} повышается на %{text_value} ед. за каждого персонажа с иным элементом (%{text_value2}).;name{Elemental Mastery} is increased by %{text_value} for every party member with a different Elemental Type (%{text_value2}).
set_bonus;gladiators_finale_2;Конец гладиатора (2 предмета);Gladiator's Finale (2-Piece bonus)
set_descr;gladiators_finale_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;gladiators_finale_4;Конец гладиатора (4 предмета);Gladiator's Finale (4-Piece bonus)
set_descr;gladiators_finale_4;Увеличивает урон name{обычной атаки} на %{dmg_normal}, если персонаж использует name{одноручное}, name{двуручное} или name{древковое} оружие.;If the wielder of this artifact set uses a name{Sword}, name{Claymore} or name{Polearm}, increases their name{Normal Attack DMG} by %{dmg_normal}.
set_bonus;golden_troupe_2;Золотая труппа (2 предмета);Golden Troupe (2-Piece bonus)
set_descr;golden_troupe_2;Увеличивает урон name{элементального навыка} на %{dmg_skill}.;Increases name{Elemental Skill DMG} by %{dmg_skill}.
set_bonus;golden_troupe_4;Золотая труппа (4 предмета);Golden Troupe (4-Piece bonus)
set_descr;golden_troupe_4_1;Увеличивает урон name{элементального навыка} на %{dmg_skill}.;Increases name{Elemental Skill DMG} by %{dmg_skill}.
set_descr;golden_troupe_4_2;Кроме того, когда персонаж не на поле боя, урон name{элементального навыка} дополнительно увеличивается на %{dmg_skill}. Через 2 сек. после вступления в бой эффект исчезает.;Additionally, when not on the field, name{Elemental Skill DMG} will be further increased by %{dmg_skill}. This effect will be cleared 2s after taking the field.
set_bonus;heart_of_depth_2;Сердце глубин (2 предмета);Heart of Depth (2-Piece bonus)
set_descr;heart_of_depth_2;Даёт %{dmg_hydro} бонус hydro{Гидро урона}.;hydro{Hydro DMG Bonus} +%{dmg_hydro}
set_bonus;heart_of_depth_4;Сердце глубин (4 предмета);Heart of Depth (4-Piece bonus)
set_descr;heart_of_depth_4;Увеличивает урон name{обычной} и name{заряженной атаки} на %{dmg_normal} в течение 15 сек. после использования name{элементального навыка}.;After using name{Elemental Skill}, increases name{Normal Attack} and name{Charged Attack DMG} by %{dmg_normal} for 15s.
set_bonus;husk_of_opulent_dreams_2;Кокон сладких грёз (2 предмета);Husk of Opulent Dreams (2-Piece bonus)
set_descr;husk_of_opulent_dreams_2;Увеличивает защиту на %{def_percent}.;name{DEF} +%{def_percent}
set_bonus;husk_of_opulent_dreams_4;Кокон сладких грёз (4 предмета);Husk of Opulent Dreams (4-Piece bonus)
set_descr;husk_of_opulent_dreams_4;"Персонаж, экипированный этим набором артефактов, получает эффект name{Любопытства} в следующих ситуациях: 1 уровень name{Любопытства} даётся активному персонажу после попадания по противнику атакой geo{Гео} (не чаще чем раз в 0,3 сек.); когда персонаж находится вне поля боя, он получает 1 ур. name{Любопытства} каждые 3 сек. name{Любопытство} может складываться до 4 ур., каждый ур. прибавляет value{6%} к name{защите} и value{6%} к geo{Гео урону}. Если персонаж не получает name{Любопытство} в течение 6 сек., то он теряет 1 накопленный уровень name{Любопытства}.";A character equipped with this Artifact set will obtain the name{Curiosity} effect in the following conditions: When on the field, the character gains 1 stack after hitting an opponent with a geo{Geo} attack, triggering a maximum of once every 0.3s. When off the field, the character gains 1 stack every 3s. name{Curiosity} can stack up to 4 times, each providing value{6%} name{DEF} and a value{6%} geo{Geo DMG Bonus}. When 6 seconds pass without gaining a name{Curiosity} stack, 1 stack is lost.
set_bonus;instructor_2;Инструктор (2 предмета);Instructor (2-Piece bonus)
set_descr;instructor_2;Увеличивает name{мастерство стихий} на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
set_bonus;instructor_4;Инструктор (4 предмета);Instructor (4-Piece bonus)
set_descr;instructor_4;Вызов name{элементальной реакции} увеличивает name{мастерство стихий} всех членов отряда на %{text_value} ед. в течение 8 сек.;Upon triggering an name{Elemental Reaction}, increases all party members' name{Elemental Mastery} by %{text_value} for 8s.
set_bonus;lavawalker_2;Ступающий по лаве (2 предмета);Lavawalker (2-Piece bonus)
set_descr;lavawalker_2;Повышает pyro{Пиро сопротивление} на +%{res_pyro}.;pyro{Pyro RES} increased by %{res_pyro}.
set_bonus;lavawalker_4;Ступающий по лаве (4 предмета);Lavawalker (4-Piece bonus)
set_descr;lavawalker_4;Увеличивает урон против врагов, находящихся под действием pyro{Пиро}, на %{dmg_all}.;Increases DMG against opponents affected by pyro{Pyro} by %{dmg_all}.
set_bonus;long_nights_oath_2;Клятва долгой ночи (2 предмета);Long Night's Oath (2-Piece bonus)
set_descr;long_nights_oath_2;Урон name{атак в падении} увеличивается на %{dmg_plunge}.;name{Plunging Attack DMG} increased by %{dmg_plunge}.
set_bonus;long_nights_oath_4;Клятва долгой ночи (4 предмета);Long Night's Oath (4-Piece bonus)
set_descr;long_nights_oath_4;После того как name{атака в падении}, name{заряженная атака} или name{элементальный навык} экипированного персонажа поражают противника, экипированный персонаж получает 1/2/2 уровня Вечного сияния. Атаки в падении, name{заряженные атаки} и name{элементальные навыки} могут по отдельности вызывать этот эффект один раз в 1 сек. Вечное сияние: урон name{атаки в падении} повышается на %{dmg_plunge}. Эффект длится 6 сек. и складывается до 5 раз. Длительность каждого уровня рассчитывается отдельно.;"After the equipping character's name{Plunging Attack}/name{Charged Attack}/name{Elemental Skill} hits an opponent, they will gain 1/2/2 stack(s) of ""Radiance Everlasting."" name{Plunging Attacks}, name{Charged Attacks}, or name{Elemental Skills} can each trigger this effect once every 1s. Radiance Everlasting: name{Plunging Attacks} deal %{dmg_plunge} increased DMG for 6s. Max 5 stacks. Each stack's duration is counted independently."
set_bonus;lucky_dog_2;Везунчик (2 предмета);Lucky Dog (2-Piece bonus)
set_descr;lucky_dog_2;Увеличивает name{защиту} на %{def} ед.;name{DEF} increased by %{def}.
set_bonus;lucky_dog_4;Везунчик (4 предмета);Lucky Dog (4-Piece bonus)
set_descr;lucky_dog_4;Поднятие монет восстанавливает %{hp} name{HP}.;Picking up Mora restores %{hp} name{HP}.
set_bonus;maiden_beloved_2;Возлюбленная юная дева (2 предмета);Maiden Beloved (2-Piece bonus)
set_descr;maiden_beloved_2;Увеличивает name{эффективность лечения} на %{healing}.;Character name{Healing Effectiveness} +%{healing}
set_bonus;maiden_beloved_4;Возлюбленная юная дева (4 предмета);Maiden Beloved (4-Piece bonus)
set_descr;maiden_beloved_4;Увеличивает name{получаемое лечение} всех членов отряда на %{text_percent} в течение 10 сек. после использования name{элементального навыка} или name{взрыва стихии}.;Using an name{Elemental Skill} or name{Burst} increases name{healing received} by all party members by %{text_percent} for 10s.
set_bonus;marechaussee_hunter_2;Охотник Сумеречного двора (2 предмета);Marechaussee Hunter (2-Piece bonus)
set_descr;marechaussee_hunter_2;Увеличивает урон обычной и name{заряженной атаки} на %{dmg_normal}.;name{Normal} and name{Charged Attack DMG} +%{dmg_normal}
set_bonus;marechaussee_hunter_4;Охотник Сумеречного двора (4 предмета);Marechaussee Hunter (4-Piece bonus)
set_descr;marechaussee_hunter_4;Увеличивает name{шанс крит. попадания} на %{crit_rate} на 5 сек., когда текущее name{HP} увеличивается или снижается. Эффект может складываться до 3 раз.;When current name{HP} increases or decreases, name{CRIT Rate} will be increased by %{crit_rate} for 5s. Max 3 stacks.
set_bonus;martial_artist_2;Воин (2 предмета);Martial Artist (2-Piece bonus)
set_descr;martial_artist_2;Увеличивает урон name{обычной} и name{заряженной атаки} на %{dmg_normal}.;name{Normal} and name{Charged Attack DMG} +%{dmg_normal}
set_bonus;martial_artist_4;Воин (4 предмета);Martial Artist (4-Piece bonus)
set_descr;martial_artist_4;Увеличивает урон name{обычной} и name{заряженной атаки} на %{dmg_normal} в течение 8 сек. после использования name{элементального навыка}.;After using name{Elemental Skill}, increases name{Normal Attack} and name{Charged Attack DMG} by %{dmg_normal} for 8s.
set_bonus;night_of_the_skys_unveiling_2;Ночь открытия неба (2 предмета);Night of the Sky's Unveiling (2-Piece bonus)
set_descr;night_of_the_skys_unveiling_2;Увеличивает name{мастерство стихий} на %{mastery} ед.;Increases name{Elemental Mastery} by %{mastery}.
set_bonus;night_of_the_skys_unveiling_4;Ночь открытия неба (4 предмета);Night of the Sky's Unveiling (4-Piece bonus)
set_descr;night_of_the_skys_unveiling_4_1;Если персонажи отряда поблизости вызывают name{Лунные реакции}, когда экипированный персонаж активен, на 4 сек. активируется эффект Сияющей луны: Намерение: если Лунное знамение отряда - Зарождающееся сияние/Высшее сияние, name{шанс крит. попадания} повышается на 15%/30%. Эффекты Сияющей луны не складываются.;When nearby party members trigger name{Lunar Reactions}, if the equipping character is on the field, gain the Gleaming Moon: Intent effect for 4s: Increases name{CRIT Rate} by 15%/30% when the party's Moonsign is Nascent Gleam/Ascendant Gleam. Effects from Gleaming Moon cannot stack.
set_descr;night_of_the_skys_unveiling_4_2;За каждый активный эффект Сияющей луны разных видов в отряде урон name{Лунных реакций} всех персонажей отряда увеличивается на 10%. Эффекты Сияющей луны не складываются.;All party members' name{Lunar Reaction DMG} is increased by 10% for each different Gleaming Moon effect that party members have. Effects from Gleaming Moon cannot stack.
set_bonus;nighttime_whispers_in_the_echoing_woods_2;Ночной шёпот в Лесу откликающегося эха (2 предмета);Nighttime Whispers in the Echoing Woods (2-Piece bonus)
set_descr;nighttime_whispers_in_the_echoing_woods_2;Увеличивает name{силу атаки} на %{atk_percent}.;name{ATK} +%{atk_percent}.
set_bonus;nighttime_whispers_in_the_echoing_woods_4;Ночной шёпот в Лесу откликающегося эха (4 предмета);Nighttime Whispers in the Echoing Woods (4-Piece bonus)
set_descr;nighttime_whispers_in_the_echoing_woods_4_1;После использования name{элементального навыка} бонус geo{Гео урона} на 10 сек. увеличивается на %{dmg_geo}.;After using an name{Elemental Skill}, gain a %{dmg_geo} geo{Geo DMG Bonus} for 10s.
set_descr;nighttime_whispers_in_the_echoing_woods_4_2;Если персонаж находится под защитой щита, созданного реакцией geo{Кристалл}, этот эффект увеличивается на 150%. Через 1 сек. после потери щита это дополнительное увеличение исчезает.;While under a shield granted by the geo{Crystallize} reaction, the above effect will be increased by 150%, and this additional increase disappears 1s after that shield is lost.
set_bonus;noblesse_oblige_2;Церемония древней знати (2 предмета);Noblesse Oblige (2-Piece bonus)
set_descr;noblesse_oblige_2;Увеличивает урон name{взрыва стихии} на %{dmg_burst}.;name{Elemental Burst DMG} +%{dmg_burst}
set_bonus;noblesse_oblige_4;Церемония древней знати (4 предмета);Noblesse Oblige (4-Piece bonus)
set_descr;noblesse_oblige_4;Активация name{взрыва стихии} увеличивает name{силу атаки} всех членов отряда на %{text_percent} в течение 12 сек. Эффект не складывается.;Using an name{Elemental Burst} increases all party members' name{ATK} by %{text_percent} for 12s. This effect cannot stack.
set_bonus;nymphs_dream_2;Сон нимфы (2 предмета);Nymph's Dream (2-Piece bonus)
set_descr;nymphs_dream_2;Даёт %{dmg_hydro} бонус hydro{Гидро урона}.;hydro{Hydro DMG Bonus} +%{dmg_hydro}
set_bonus;nymphs_dream_4;Сон нимфы (4 предмета);Nymph's Dream (4-Piece bonus)
set_descr;nymphs_dream_4;Попадания name{обычной атакой}, name{заряженной атакой}, name{атакой в падении}, name{элементальным навыком} и name{взрывом стихии} по противнику на 8 сек. создают 1 уровень Отражения нимфы. Когда действуют 1/2/3 и более уровня Отражения нимфы, name{сила атаки} повышается на value{7%}/value{16%}/value{25%}, а бонус hydro{Гидро урона} на value{4%}/value{9%}/value{15%}. Уровни Отражения нимфы, созданные name{обычными атаками}, name{заряженными атаками}, name{атаками в падении}, name{элементальными навыками} и взрывами стихии, существуют независимо друг от друга.;After name{Normal}, name{Charged}, and name{Plunging Attacks}, name{Elemental Skills}, and name{Elemental Bursts} hit opponents, 1 stack of Mirrored Nymph will be triggered, lasting 8s. When under the effect of 1, 2, or 3 or more Mirrored Nymph stacks, name{ATK} will be increased by value{7%}/value{16%}/value{25%}, and hydro{Hydro DMG Bonus} will be increased by value{4%}/value{9%}/value{15%}. Mirrored Nymph stacks created by name{Normal}, name{Charged}, and name{Plunging Attacks}, name{Elemental Skills}, and name{Elemental Bursts} exist independently.
set_bonus;obsidian_codex_2;Обсидиановый фолиант (2 предмета);Obsidian Codex (2-Piece bonus)
set_descr;obsidian_codex_2;Урон экипированного персонажа на поле в состоянии name{Благословения Ночного духа} увеличивается на %{dmg_all}.;While the equipping character is in name{Nightsoul's Blessing} and is on the field, their DMG dealt is increased by %{dmg_all}.
set_bonus;obsidian_codex_4;Обсидиановый фолиант (4 предмета);Obsidian Codex (4-Piece bonus)
set_descr;obsidian_codex_4;После того как экипированный персонаж, будучи на поле боя, расходует 1 очко name{Ночного духа}, name{шанс крит. попадания} увеличивается на %{crit_rate} на 6 сек. Этот эффект может возникнуть один раз в 1 сек.;After the equipping character consumes 1 name{Nightsoul point} while on the field, name{CRIT Rate} increases by %{crit_rate} for 6s. This effect can trigger once every second.
set_bonus;ocean_hued_clam_2;Моллюск морских красок (2 предмета);Ocean-Hued Clam (2-Piece bonus)
set_descr;ocean_hued_clam_2;Повышает бонус лечения на %{healing}.;name{Healing Bonus} +%{healing}.
set_bonus;ocean_hued_clam_4;Моллюск морских красок (4 предмета);Ocean-Hued Clam (4-Piece bonus)
